196177476,"#فتحي_موتورز 

#الحوت

#البيع_كاش_او_بتقسيط_مباشر_مع_المعرض

#جيب_جراند_شبروكي

الموديل : 2015
ناقل : اوتوماتيك
العداد : 181,000

#ليمتيد

السياره فبريكا من الداخل والخارج ( ماعدا اكصدام نظافه فقط ) 

#المعاينة:

الاميريه امام مستشفي الزيتون التخصصي بجوار وحده ترخيص الاميريه خلف مصنع بسكو مصر

#للاستفسار

 : 01226455457

: 01111553587

: 01114498736

: 01110021701"
196532831,"Peugeot 3008
Gt line
model 2022
36,000 kilo
for more information : 01114812283"
196155871,"جيب رينجيد ٢٠١٩
أعلي فئة (4x4)
بانوراما
80,000 كم
(قابل للزيادة]
لون فيراني
فبريكا بالكامل (خارجي وداخلي)
صيانات بالتوكيل
متاح المعاينة والكشف
البيع بعقد مسجل"
194426965,"6000كيلوs 450 2022 وكيل طبقه حمايه كامله مرخصه فابريكا بالكامل  
 لتفاصيل اكتر : 011265566666"
195996251,"#معرض_فتحي_موتورز

#الحوت

#للبيع_كاش_او_بتقسيط_مباشر 

#bmw_320_luxury

الموديل :2015
ناقل : اوتوماتيك
العداد : 160,000

#luxury 

فتحت سقف
طاره مالتي
مثبت سرعه
ABS \ EBD
نظام ASP (مانع للتزحلق)
كاسيت Aux- USB - bluetooth
ايرباج
فوج لايت
فرش جلد 
جنوط سبور 17 Runflat covers 
فوانيس امامي بنظام ليد DRL 
سينسوربارك
مرايات كهرباء
اشارات مرايات
زجاج كهرباء

السياره فبريكا من الداخل والخارج ( ماعدا اكصدامين ورفرف وباب ) للنظافه فقط

( يوجد عليها طبقه حمايه من الخارج )

( السياره بحاله ممتازه ) 

تم عمل جميع الصيانات لا تحتاج اي مصاريف نهائى

#المعاينة: 

الاميريه امام مستشفي الزيتون التخصصي بجوار وحده ترخيص الاميريه خلف مصنع بسكو مصر

#للاستفسار :

ت : 01226455457


ت:01114498736"
196472402,"BMW-G22 (4 Series) 420 ( M-Performance Kit ) 
( Coupe ) 

• • Brand New 2022 
• Exterior color : BMW Individual///M ( Sanremo Green ) Metallic 
• Interior Colour: Leather 'Vernasca' Cognac decorative stitching
( M-interior Carbon Fiber ) 

- Performance Specs : 
Engine. 2.0L Turbo Inline-4 Gas. 
Horsepower. 184 hp 
Transmission. 8-Speed Automatic. 
Drivetrain. Rear-Wheel Drive. 
M-Rear spoiler 

M Sports Suspension
M Leather Steering Wheel
Innovation Package
BMW laser Light
18 inch Wheels ' M-Alloy Wheels bicolour
Harman/Kardon Surround Sound System
LED Fog Lights
High-Beam Assistant
Parking Assistance System
Rear View Camera
Keyless Rental
Glass roof, electric 
Active Kidney Grills 
Park Distance Control front and rear
Comfort Access

Khaled Aboud Automotive
Address : 28 Abdel Razek Al Sanhouri Street، Al Manteqah as Sadesah, 
Nasr City,Cairo 

Contact"
196549409,حاله ممتازه جدا استخدام اول مالك من الزيرو عداد 58000km فابريكه بالكامل كوتش جديد وصيانه لا تحتاج اى مصاريف
196538066,كيا سبورتاج الشكل الجديد الفئه التانيه 9000km فبريكه بالكامل بدون اى ملحوظه يوجد لدينا جميع أنظمة التقسيط
196541431,"استورد عربيتك بنفسك
مع غندور اوتو
زيرو جمارك
استلام بعد 60 يوم

كلمنا لمزيد من التفاصيل

01066600570
01281743024
01120993888
01018721188
01102005922
01033211066
01015998071
01092492111
01092467222

نستورد السيارات  الاوروبيه بنزين/هايبرد/كهربا الى مصر زيرو جمارك حسب الطلب. 

زورو موقعنا
www. Ghandourauto. com 

نقوم باستخراج شهادة اليورو وان وتصدير السيارة من اوروبا مع مراعاة جميع اجراءات الشحن والتخليص والتأمين حتى تسليم السيارة من مكتبنا 279 ش. التسعين الجنوبي التجمع الخامس."
196511758,بحاله الزيرو تماماً صنى ٢٠٢٣ عداد ٥ آ لاف كم فقط الفئه الثانيه بحاله الزيرو تماماً
196496996,"#مرسيدس_E300
#سيارات_لاكشري
#سيارات_كسرزيرو
‏‎‏- [ ]Model 2021
‏‎‏- [ ]Category Exclusive
‏‎‏- [ ]Black color
‏‎‏- [ ]Counter 26000km
فابريكا بالكامل
‏Full Option"
196539961,"Mercedes E200 AMG FULLY LOADED
2021 3,000 KM Only
Protection
Camera 360 - Head Up Display - Night Package - Electric Trunk & All the other options"
196524195,"#DIAMOND_AUTOMOTIVE
#THE_BEST_OR_NOTHING

JAGUAR F TYPE

 M/Y 2017 

3000 CC

37,000 km 

السيارة فبربكة بالكامل بحالة الزيرووو 
لا يوجد بها اي دهانات 

بها طبقه حمايه من الزيرووو 

صيانه منتظمه بصفه دوريه  

المعاينه / 29 عبد الواحد فهمي - مصر الجديدة 

للتواصل و الاستعلام   

01065180570
01125784087
01120310303"
196486142,"عداد العربيه ٦٣ الف كم 
فبريكا بالكامل بره و جوه
 بدهان المصنع حالة ممتازة"
196505789,لون فيراني - فابريكه بالكامل من الداخل والخارج - اعلي فئه بصمه وفتحه سقف - 7راكب - فرش جلد - مريات ضم - ليد فوانيس - مثبت سرعه - مالتي فانكشن - فرامل كهرباء - Abs - ايرباجات لا تحتاج اي مصاريف
196410616,"Range Rover Sport 2016 رانج روفر سبورت
HSE
30,000 km
وكيل
السياره بها جميع الكماليات
متاح جميع انظمه التقسيط لمده تصل ل 84 شهر بمقدم 0% الى 50%
للتواصل الرجاء الاتصال:
01016611835
01016611756
العنوان : التسعين الشمالي بجوار محطه بنزين OLA"
196079935,"#فتحي_موتورز 

#الحوت

#البيع_كاش_او_بتقسيط_مباشر_مع_المعرض

#MG_HS

الموديل : 2021
ناقل : اوتوماتيك
العداد : 71,000

#اعلي_فئه

السياره فبريكا من الداخل والخارج بالكامل 

#المعاينة:

الاميريه امام مستشفي الزيتون التخصصي بجوار وحده ترخيص الاميريه خلف مصنع بسكو مصر

#للاستفسار

 : 01226455457

: 01111553587

: 01114498736

: 01110021701"
196486542,السياره بحاله ممتازه فابريكه من الخارج والداخل كامله اعلي فئه بصمه وبانوراما كراسي سخانات جنط لونين رخصه ساريه تاني مالك صيانات كامله كاوتش جديد صالون بحاله ممتازه ولا تحتاج لأي مصاريف
196256710,"فبريكا بره وجوه ماعدا مرمات بسيطه بالاجناب للنظافه
وتم رش هذه المرمات بواسطه المعرض للنظافه
ماشيه ١١٧ الف كم فقط"
196455841,السياره بحاله ممتازه فابريكه من الخارج والداخل كامله اعلي فئه بصمه وبانوراما رخصه ساريه تاني مالك صيانات كامله كاوتش جديد صالون بحاله ممتازه ولا تحتاج لأي مصاريف
196094821,upgrade to another car
196079871,"#فتحي_موتورز 

#الحوت

#البيع_كاش_او_بتقسيط_مباشر_مع_المعرض

#BMW_x3

الموديل : 2012
ناقل : اوتوماتيك
العداد : 200,000

cc2000 

السياره فبريكا من الداخل والخارج ( ماعدا اكصدامين ورفرفين نظافه فقط ) 

#المعاينة:

الاميريه امام مستشفي الزيتون التخصصي بجوار وحده ترخيص الاميريه خلف مصنع بسكو مصر

للاستفسار

 : 01226455457

: 01111553587

: 01114498736

: 01110021701"
196485648,"كيت  امامى وفوانيس ليد
موديل 2015
فبريكا بره و جوه ما عدا رفرفين نظافة
عداد 127 الف كم"
196490828,"فرصة جراند شيروكي ٢٠١٨ بحالة الزيرو، بدهان المصنع وبدون اي خدوش وصيانات بالتوكيل، حالة نادرة، فقط ٦٠،٠٠٠ كيلو متر، سوداء فرش بيج. 

بها طبقة حماية Protect Me بقيمة ٤٥،٠٠٠ جنيه. 

جميع الكماليات، تكييف تاتش، باور، سنتر،
سقف كهرباء، جنوط سبور ٢٠، حساسات انتظار امامية وخلفية، حساس مطر، حساسات اضاءة، كاميرا خلفية، شنطة كهرباء، شاشة تاتش سكرين، مفتاح بصمة، زجاج كهرباء فيميه، دركسيون كهرباء مالتي فانكشن، مرايات كهرباء ضم، مثبت سرعة، بلوتوث، فوج لايت، شاشات DVD خلفية. 
نظام GPS
نظام التوازن الالكتروني ESP. 
فرامل EBD-ABS. 
قياس ضغط الإطارات ASR. 
10 ايرباج. 
نظام KEYLESS START. 
راديو AM/FM - AUX - USB

للتواصل 01001649955"
196511523,"‏#vipmotors
‏Affordable & like new
أرخص مستعمل في مصر بحاله الزيرو
شيري تيجو 7موديل 2021اعلى فئه 
فبريكا برا و جوا بالكامل بدهان المصنع حالة ممتازة 
عداد العربية64,000km
السيارة مرور البساتين والرخصة سارية سنة 
‎تواجد السيارة في فرع مدينه نصر
‎

‏Vip motors
01124199205
01122129012
01091955406
01159416698"
196541677,"استورد عربيتك بنفسك
مع غندور اوتو
زيرو جمارك
استلام بعد 60 يوم

كلمنا لمزيد من التفاصيل

01066600570
01281743024
01120993888
01018721188
01102005922
01033211066
01015998071
01092492111
01092467222

نستورد السيارات  الاوروبيه بنزين/هايبرد/كهربا الى مصر زيرو جمارك حسب الطلب. 

زورو موقعنا
www. Ghandourauto. com 

نقوم باستخراج شهادة اليورو وان وتصدير السيارة من اوروبا مع مراعاة جميع اجراءات الشحن والتخليص والتأمين حتى تسليم السيارة من مكتبنا 279 ش. التسعين الجنوبي التجمع الخامس."
